#,dvh.csv
,BODY (1)(volume: 14367.16),2Cm (2)(volume: 362.15),Bronchial Tree (3)(volume: 19.19),Chest Wall (4)(volume: 417.01),Contrast (5)(volume: 450.02),Cord (6)(volume: 7.63),Esophagus (7)(volume: 38.25),Great Vessels (8)(volume: 93.13),Lung_Lt (9)(volume: 943.06),Lung_Rt (10)(volume: 1279.22),Lung_Total (11)(volume: 2222.28),Rib (12)(volume: 37.95),Ring_101 (13)(volume: 27.46),Skin (14)(volume: 247.08),IGTV1 (15)(volume: 14.43),PTV1 (16)(volume: 39.99),IGTV2 (17)(volume: 0.99),PTV2 (18)(volume: 6.52),PTV2 sep (19)(volume: 5.83),PTV sum (20)(volume: 46.24),Ring_102 (21)(volume: 46.63),Ring_103 (22)(volume: 182.87),Ring_104 (23)(volume: 5.44),Ring_105 (24)(volume: 8.19),Ring_106 (25)(volume: 25.34),CouchSurface (26)(volume: 1235.44),CouchInterior (27)(volume: 7933.69),PRV1 (28)(volume: 2053.95),PRV2 (29)(volume: 1896.05),PRV3 (30)(volume: 1716.00)
43.6377,0.689069,0.0421343,3.33067e-14,1.01173,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.71477,2.71423,0.542741,83.1794,-6.66134e-14,100,100,100,100,100,100,15.7933,3.51098,53.9811,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
43.6935,0.687071,0.041081,3.33067e-14,1.00121,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.7018,2.70677,0.522639,82.8599,-6.66134e-14,100,100,100,100,100,100,15.6175,3.49105,53.3848,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
43.7493,0.685158,0.0400276,3.33067e-14,0.992064,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.68898,2.69939,0.502538,82.5127,-6.66134e-14,100,100,100,100,100,100,15.4497,3.47323,52.7534,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
43.8051,0.6836,0.0400276,3.33067e-14,0.982459,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.67884,2.69355,0.492487,82.2557,-6.66134e-14,100,100,100,100,100,100,15.2984,3.4575,52.3325,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
43.8609,0.681653,0.0395009,3.33067e-14,0.974684,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.66453,2.68531,0.487462,81.9015,-6.66134e-14,100,100,100,100,100,100,15.1266,3.44491,52.1221,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
43.9167,0.680196,0.0395009,3.33067e-14,0.967823,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.65424,2.67939,0.46736,81.6098,-6.66134e-14,100,100,100,100,100,100,15.0325,3.42709,51.5258,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
43.9725,0.678232,0.0389742,3.33067e-14,0.957303,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.64097,2.67175,0.447259,81.2556,-6.66134e-14,100,100,100,100,100,100,14.873,3.40611,51.1049,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
44.0283,0.676657,0.0384476,3.33067e-14,0.946783,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.63113,2.66608,0.422132,81.0265,-6.66134e-14,100,100,100,100,100,100,14.7339,3.38409,50.4735,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
44.0841,0.674558,0.0379209,3.33067e-14,0.935806,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.61681,2.65784,0.40203,80.7209,-6.66134e-14,100,100,100,100,100,100,14.5171,3.35997,50.0175,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
44.14,0.672475,0.0368675,3.33067e-14,0.925286,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.6028,2.64977,0.391979,80.2972,-6.66134e-14,100,100,100,100,100,100,14.3658,3.34109,49.5265,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
44.1958,0.670375,0.0368675,3.33067e-14,0.917054,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.58759,2.64102,0.376903,79.9153,-6.66134e-14,100,100,100,100,100,100,14.1981,3.31907,48.86,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
44.2516,0.66836,0.0358142,3.33067e-14,0.905619,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.57417,2.63329,0.351776,79.4847,-6.66134e-14,100,100,100,100,100,100,14.0672,3.2981,48.2988,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
44.3074,0.66643,0.0347608,3.33067e-14,0.897386,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.56105,2.62574,0.341726,79.0958,-6.66134e-14,100,100,100,100,100,100,13.924,3.28342,47.8078,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
44.3632,0.664669,0.0331808,3.33067e-14,0.891897,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.54793,2.61818,0.331675,78.7902,-6.66134e-14,100,100,100,100,100,100,13.7972,3.2593,46.966,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
44.419,0.6624,0.0326541,3.33067e-14,0.883665,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.53153,2.60874,0.316599,78.4013,-6.66134e-14,100,100,100,100,100,100,13.6009,3.23518,46.2995,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
44.4748,0.660876,0.0326541,3.33067e-14,0.876804,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.52079,2.60256,0.311573,78.0818,-6.66134e-14,100,100,100,100,100,100,13.5068,3.2163,45.7383,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
44.5306,0.659199,0.0326541,3.33067e-14,0.869943,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.50916,2.59587,0.301523,77.7554,-6.66134e-14,100,100,100,100,100,100,13.3963,3.19847,45.3174,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
44.5864,0.657523,0.0316007,3.33067e-14,0.862168,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.49768,2.58926,0.286447,77.4151,-6.66134e-14,100,100,100,100,100,100,13.2859,3.18274,44.8264,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
44.6422,0.655779,0.0305474,3.33067e-14,0.855307,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.48575,2.58239,0.286447,77.0401,-6.66134e-14,100,100,100,100,100,100,13.1754,3.17016,44.3704,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
44.698,0.65395,0.0305474,3.33067e-14,0.851648,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.47114,2.57398,0.27137,76.6512,-6.66134e-14,100,100,100,100,100,100,13.0568,3.15128,43.9495,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
44.7538,0.652545,0.0305474,3.33067e-14,0.845244,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.4616,2.56848,0.26132,76.3595,-6.66134e-14,100,100,100,100,100,100,12.9464,3.13975,43.5987,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
44.8096,0.650377,0.029494,3.33067e-14,0.832895,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.44743,2.56033,0.241218,75.9844,-6.66134e-14,100,100,100,100,100,100,12.7787,3.11458,42.8271,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
44.8654,0.648684,0.0289673,3.33067e-14,0.826034,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.4355,2.55346,0.231167,75.6372,-6.66134e-14,100,100,100,100,100,100,12.6682,3.09675,42.4062,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
44.9212,0.646635,0.0289673,3.33067e-14,0.818716,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.42045,2.54479,0.226142,75.1927,-6.66134e-14,100,100,100,100,100,100,12.521,3.08207,42.1256,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
44.977,0.644874,0.0268606,3.33067e-14,0.810941,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.40837,2.53784,0.216091,74.7969,-6.66134e-14,100,100,100,100,100,100,12.4064,3.07158,41.6696,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
45.0328,0.642893,0.0263339,3.33067e-14,0.799963,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.3951,2.5302,0.211066,74.4427,-6.66134e-14,100,100,100,100,100,100,12.2551,3.04956,41.0032,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
45.0886,0.641013,0.0252806,3.33067e-14,0.790816,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.38287,2.52316,0.206041,74.0746,-6.66134e-14,100,100,100,100,100,100,12.1487,3.02229,40.2666,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
45.1444,0.639219,0.0252806,3.33067e-14,0.782125,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.3705,2.51604,0.19599,73.7065,-6.66134e-14,100,100,100,100,100,100,12.0587,2.99922,39.8807,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
45.2002,0.637373,0.0247539,3.33067e-14,0.77435,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.35767,2.50866,0.180914,73.3176,-6.66134e-14,100,100,100,100,100,100,11.9483,2.97825,39.3897,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
45.256,0.635121,0.0247539,3.33067e-14,0.76383,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.34261,2.49999,0.170863,72.8592,-6.66134e-14,100,100,100,100,100,100,11.8174,2.94784,38.4427,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
45.3118,0.633241,0.0242272,3.33067e-14,0.756055,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.32934,2.49235,0.155787,72.4356,-6.66134e-14,100,100,100,100,100,100,11.6824,2.93211,37.7762,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
45.3676,0.631243,0.0237006,3.33067e-14,0.750109,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.31414,2.48359,0.150761,72.0397,-6.66134e-14,100,100,100,100,100,100,11.5392,2.91428,37.215,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
45.4234,0.629313,0.0215938,3.33067e-14,0.741418,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.30101,2.47604,0.150761,71.6716,-6.66134e-14,100,100,100,100,100,100,11.4411,2.88702,36.2329,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
45.4792,0.627704,0.0215938,3.33067e-14,0.732271,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.29013,2.46977,0.150761,71.3244,-6.66134e-14,100,100,100,100,100,100,11.302,2.88177,36.0224,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
45.535,0.625943,0.0205405,3.33067e-14,0.728612,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.27641,2.46188,0.140711,71.0119,-6.66134e-14,100,100,100,100,100,100,11.1793,2.8629,35.356,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
45.5908,0.624064,0.0205405,3.33067e-14,0.717634,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.26389,2.45467,0.140711,70.5396,-6.66134e-14,100,100,100,100,100,100,11.0811,2.84821,34.865,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
45.6466,0.621812,0.0205405,3.33067e-14,0.707572,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.24793,2.44548,0.13066,70.0535,-6.66134e-14,100,100,100,100,100,100,10.9298,2.82619,34.3388,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
45.7024,0.620118,0.0200138,3.33067e-14,0.699796,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.23675,2.43904,0.125634,69.7201,-6.66134e-14,100,100,100,100,100,100,10.8152,2.80627,33.7776,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
45.7582,0.61851,0.0194871,3.33067e-14,0.695223,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.22438,2.43192,0.115584,69.359,-6.66134e-14,100,100,100,100,100,100,10.7089,2.79263,33.4269,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
45.814,0.616613,0.0184338,3.33067e-14,0.686075,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.212,2.42479,0.100508,68.8798,-6.66134e-14,100,100,100,100,100,100,10.623,2.7769,32.8657,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
45.8698,0.615021,0.0184338,3.33067e-14,0.679672,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.20037,2.4181,0.0904568,68.4839,-6.66134e-14,100,100,100,100,100,100,10.5657,2.76013,32.4097,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
45.9256,0.613023,0.0184338,3.33067e-14,0.671896,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.18695,2.41037,0.0804061,68.0811,-6.66134e-14,100,100,100,100,100,100,10.4225,2.7402,31.7082,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
45.9814,0.610856,0.0179071,3.33067e-14,0.661834,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.17234,2.40196,0.0804061,67.5811,-6.66134e-14,100,100,100,100,100,100,10.3039,2.71923,30.9365,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
46.0372,0.608824,0.0173804,3.33067e-14,0.65726,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.15713,2.39321,0.0653299,67.1436,-6.66134e-14,100,100,100,100,100,100,10.1894,2.70245,30.2701,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
46.093,0.607063,0.0158004,3.33067e-14,0.650856,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.14535,2.38643,0.0653299,66.7824,-6.66134e-14,100,100,100,100,100,100,10.0789,2.68147,29.6387,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
46.1489,0.605048,0.0158004,3.33067e-14,0.642166,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.13163,2.37853,0.0603045,66.3657,-6.66134e-14,100,100,100,100,100,100,9.97259,2.65001,28.5163,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
46.2047,0.60305,0.0152737,3.33067e-14,0.635763,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.11643,2.36977,0.0552792,65.9074,-6.66134e-14,100,100,100,100,100,100,9.87442,2.62904,28.0253,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
46.2605,0.60134,0.0152737,3.33067e-14,0.628902,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.10405,2.36265,0.0502538,65.5601,-6.66134e-14,100,100,100,100,100,100,9.74353,2.61646,27.5693,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
46.3163,0.599342,0.014747,3.33067e-14,0.61884,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.09048,2.35484,0.0452284,65.1295,-6.66134e-14,100,100,100,99.9708,99.9673,99.9959,9.59627,2.59863,26.9379,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
46.3721,0.597293,0.014747,3.33067e-14,0.610607,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.07602,2.34651,0.0452284,64.6503,-6.66134e-14,100,100,100,99.9708,99.9673,99.9959,9.51446,2.57241,26.3416,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
46.4279,0.595464,0.0142203,3.33067e-14,0.60649,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.0617,2.33827,0.0452284,64.2684,-6.66134e-14,100,100,100,99.9708,99.9673,99.9959,9.43265,2.54829,25.57,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
46.4837,0.593601,0.0126403,3.33067e-14,0.596885,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.04963,2.33132,0.040203,63.8933,-6.66134e-14,100,100,100,99.9415,99.9346,99.9917,9.3263,2.52627,24.8685,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
46.5395,0.591722,0.0126403,3.33067e-14,0.589567,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.03621,2.32359,0.040203,63.4072,-6.66134e-14,100,100,100,99.9123,99.9018,99.9876,9.25676,2.50949,24.4125,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
46.5953,0.590011,0.0126403,3.33067e-14,0.584993,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.02309,2.31604,0.0351776,63.0738,-6.66134e-14,100,100,100,99.9123,99.9018,99.9876,9.16268,2.48642,23.6759,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
46.6511,0.588098,0.0121136,3.33067e-14,0.576303,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,4.00922,2.30806,0.0301523,62.6016,-6.66134e-14,100,100,100,99.883,99.9018,99.9835,9.06042,2.47174,23.0796,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
46.7069,0.586185,0.0110603,3.33067e-14,0.570357,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,3.9961,2.3005,0.0301523,62.2335,-6.66134e-14,100,100,100,99.883,99.9018,99.9835,8.94588,2.44657,22.343,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
46.7627,0.583814,0.0110603,3.33067e-14,0.560295,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,3.97955,2.29098,0.0251269,61.7126,-6.66134e-14,100,100,100,99.8538,99.8691,99.9794,8.8109,2.42664,21.7117,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
46.8185,0.581968,0.0110603,3.33067e-14,0.554349,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,3.96613,2.28325,0.0251269,61.3098,-6.66134e-14,100,100,100,99.8538,99.8691,99.9794,8.72909,2.40567,21.1505,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
46.8743,0.57997,0.00948022,3.33067e-14,0.546573,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,3.95226,2.27527,0.0251269,60.8723,-6.66134e-14,100,100,100,99.8245,99.8364,99.9752,8.62683,2.3826,20.4139,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
46.9301,0.577887,0.00895354,3.33067e-14,0.539255,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,3.93735,2.26668,0.0251269,60.4209,-6.66134e-14,100,100,100,99.766,99.7709,99.967,8.53274,2.35219,19.5019,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
46.9859,0.575517,0.00790018,3.33067e-14,0.532394,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,3.92006,2.25673,0.0251269,59.9139,-6.66134e-14,100,100,100,99.7368,99.7709,99.9629,8.40185,2.32597,18.5198,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
47.0417,0.573739,0.00790018,3.33067e-14,0.526448,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,3.90664,2.249,0.0201015,59.4486,-6.66134e-14,100,100,100,99.649,99.7382,99.9505,8.34049,2.31024,18.134,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
47.0975,0.571504,0.0073735,3.33067e-14,0.51913,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,3.88994,2.23939,0.0201015,58.9138,-6.66134e-14,100,100,100,99.6198,99.7055,99.9464,8.23005,2.28402,17.3623,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
47.1533,0.56954,0.0073735,3.33067e-14,0.511812,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,3.87577,2.23123,0.0201015,58.4763,-6.66134e-14,100,100,100,99.532,99.6401,99.934,8.12779,2.2599,16.5205,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
47.2091,0.567457,0.00684683,3.33067e-14,0.506781,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,3.85952,2.22188,0.0201015,58.0318,-6.66134e-14,100,100,100,99.3858,99.5419,99.9134,8.02552,2.23264,15.7138,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
47.2649,0.565323,0.00684683,3.33067e-14,0.499005,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,3.84372,2.21278,0.0150761,57.5109,-6.66134e-14,100,100,100,99.3565,99.5092,99.9092,7.91917,2.21271,15.0824,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
47.3207,0.563207,0.00684683,3.33067e-14,0.491687,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,3.82866,2.20411,0.0100508,57.0873,-6.66134e-14,100,100,100,99.2103,99.411,99.8886,7.78419,2.1865,14.2757,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
47.3765,0.561344,0.00684683,3.33067e-14,0.483912,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,3.81509,2.1963,0.0100508,56.6567,-6.66134e-14,100,100,100,99.0641,99.3455,99.868,7.70647,2.16133,13.469,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
47.4323,0.559194,0.00684683,3.33067e-14,0.477508,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,3.79943,2.18728,0.0100508,56.122,-6.66134e-14,100,100,100,99.0348,99.3128,99.8639,7.59602,2.14245,12.8376,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
47.4881,0.557145,0.00632015,3.33067e-14,0.47019,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,3.78437,2.17862,0.0100508,55.6358,-6.66134e-14,100,100,100,98.9471,99.2147,99.8515,7.46922,2.12567,12.2764,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
47.5439,0.555299,0.00579347,3.33067e-14,0.462415,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,3.77155,2.17123,0.00502538,55.1705,-6.66134e-14,100,100,100,98.8301,99.1492,99.835,7.38741,2.10365,11.61,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
47.5997,0.553318,0.00579347,3.33067e-14,0.451895,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,3.75783,2.16334,0.00502538,54.6496,-6.66134e-14,100,100,100,98.7423,99.051,99.8226,7.28515,2.08687,11.0838,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
47.6555,0.551591,0.00526679,3.33067e-14,0.443662,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,3.7471,2.15716,0.00502538,54.226,-6.66134e-14,100,100,100,98.5961,98.8874,99.802,7.21561,2.06275,10.5928,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
47.7113,0.549643,0.00526679,3.33067e-14,0.439088,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,3.73249,2.14874,0.00502538,53.7676,-6.66134e-14,100,100,100,98.3621,98.6584,99.769,7.09699,2.04178,9.89127,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
47.7671,0.547848,0.00526679,3.33067e-14,0.434057,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,3.71937,2.14119,0.00502538,53.2815,-6.66134e-14,100,100,100,98.0696,98.462,99.7277,7.05199,2.01556,9.18976,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
47.8229,0.546121,0.00474011,3.33067e-14,0.427196,-1.33227e-13,5.55112e-14,3.33067e-14,-1.33227e-13,-4.44185e-14,3.70714,2.13415,0.00502538,52.9065,-6.66134e-14,100,100,100,97.8649,98.3312,99.6989,6.95382,1.99144,8.48825,-4.44089e-14,-2.22045e-14,0,NaN,0,3.33067e-14,-2.22045e-14,
